Id,SalePrice
1461,118140.80445970617
1462,123871.50255087954
1463,178855.73594763302
1464,187924.1584428773
1465,197166.08589996074
1466,161974.7232420427
1467,183086.72535120312
1468,157917.4577097459
1469,217200.6400789714
1470,100326.27133287002
1471,213354.03663049295
1472,125730.47805783141
1473,107494.89705222525
1474,164515.51280006728
1475,147679.86846592402
1476,330249.1993558384
1477,266512.9429006171
1478,297564.14411021856
1479,278300.0451743715
1480,489084.2852302535
1481,350245.4399258623
1482,230662.43100958582
1483,198697.1925454024
1484,165560.81135774267
1485,183753.4054301951
1486,173441.06329177745
1487,286547.8414699688
1488,234640.94066015896
1489,185345.58308301485
1490,188225.49244986416
1491,202820.80754018435
1492,88172.80213017848
1493,141299.96947871518
1494,223673.9412058543
1495,292385.45939095423
1496,218220.05438242762
1497,190837.47280069024
1498,185737.9845561018
1499,181408.39044461353
1500,157347.31042999643
1501,167221.61469689163
1502,175735.43909855004
1503,316922.00685422437
1504,231660.873837338
1505,196934.80083021126
1506,179616.26542143896
1507,193974.34460833663
1508,219150.5082842792
1509,159663.28659852358
1510,125764.45663203526
1511,121576.30595042398
1512,146076.21900231758
1513,134090.51465551168
1514,129634.00840841579
1515,179576.30933989523
1516,181666.91451914117
1517,254722.1794281138
1518,97580.44935074863
1519,196158.54201280803
1520,109268.47677600033
1521,125852.928578292
1522,140269.5220399858
1523,89237.0386985181
1524,144898.85487356014
1525,118129.26705300981
1526,152289.85375007332
1527,104984.22555205283
1528,154547.14940604524
1529,117436.36486650661
1530,159068.62713430438
1531,65445.27284993589
1532,117707.30275617387
1533,109255.55179245785
1534,123812.52368875124
1535,140122.05853778476
1536,100857.41226111737
1537,38392.16280254293
1538,229525.10683969205
1539,259475.0418108632
1540,78503.93116712359
1541,177679.39277745478
1542,108353.00760844127
1543,187570.8907982721
1544,89158.63608561717
1545,135508.8158791675
1546,131928.78265070898
1547,100195.48794559014
1548,137883.57813317937
1549,118870.80766878434
1550,94342.53533947316
1551,113538.60231165425
1552,59281.65711105253
1553,156855.92198364966
1554,123014.56071614698
1555,157777.13360707375
1556,65481.26243088878
1557,121381.0437616963
1558,104728.46356836862
1559,46430.54604401706
1560,121917.03219155948
1561,84989.7953992268
1562,103626.05144926862
1563,114186.65837371092
1564,171357.05380231392
1565,117742.83561102116
1566,355741.7887735474
1567,74347.30892298027
1568,213103.9791725601
1569,68338.60769261565
1570,133871.01996827518
1571,95801.56900920895
1572,150854.1604470938
1573,340708.48466500617
1574,98736.75381758905
1575,234701.05935757255
1576,262365.9222073135
1577,171837.11572726854
1578,173167.68461937484
1579,175763.7227086498
1580,180025.6344518895
1581,153767.1310953771
1582,118247.4439588913
1583,336441.1924306175
1584,180705.22595015678
1585,153343.19853178968
1586,60562.14183371442
1587,93949.1775273793
1588,130107.22058654948
1589,97582.88812182275
1590,154958.59085008455
1591,82307.3714652876
1592,106317.69320374762
1593,125998.29843451566
1594,66215.91583588693
1595,78605.86750420067
1596,162446.12633028216
1597,123107.8502224616
1598,238827.36228709578
1599,255438.58252267778
1600,195232.20471268124
1601,64693.369001667386
1602,101688.33173366386
1603,71529.70466091693
1604,243747.182776302
1605,267121.3800947199
1606,219925.48410773062
1607,138387.80247809365
1608,201204.59069083122
1609,185437.19043530835
1610,127660.56394693586
1611,133971.45254781796
1612,131276.17599261418
1613,134031.76441345346
1614,115789.35681672112
1615,110323.26938755355
1616,76823.629157603
1617,96846.4515868971
1618,116744.67321768512
1619,145218.85993710926
1620,71487.64107030706
1621,134186.32824189047
1622,94185.7642893938
1623,233505.16842679374
1624,219759.9483196087
1625,158968.95153744554
1626,156978.20030385038
1627,192248.51650348268
1628,266859.89697332983
1629,157972.07764396904
1630,383707.67488303286
1631,242678.4374015358
1632,266293.9907112801
1633,159025.2425413045
1634,170386.76132799874
1635,167193.57399058412
1636,136583.24126314986
1637,169362.78605092142
1638,220454.4874146113
1639,182444.52051472108
1640,268983.405193821
1641,157494.17872888249
1642,197597.25968675152
1643,225232.04046783026
1644,221461.35938765315
1645,153791.502995186
1646,173895.80968819925
1647,204892.2021204952
1648,115009.00612968593
1649,151894.51667556146
1650,107320.40916390289
1651,108917.4111564956
1652,128918.89585271759
1653,134346.94107522492
1654,141481.19994710208
1655,143017.63084721542
1656,147201.8810401663
1657,142543.2320011535
1658,145120.53975033056
1659,156456.59505997243
1660,133739.5680998067
1661,464830.79078483087
1662,383619.5075032129
1663,378708.37623998785
1664,732495.0689127418
1665,297850.6696055759
1666,360437.9878577187
1667,424227.96428629325
1668,315518.30426805746
1669,335429.0986423129
1670,362433.26635056245
1671,258799.2116090746
1672,491239.6420125556
1673,259852.4037395532
1674,229997.19192892782
1675,186059.9921110312
